=== Starting Judgment Formatting Batch Job ===
(node:50174) Warning: SECURITY WARNING: The SSL modes 'prefer', 'require', and 'verify-ca' are treated as aliases for 'verify-full'.
In the next major version (pg-connection-string v3.0.0 and pg v9.0.0), these modes will adopt standard libpq semantics, which have weaker security guarantees.

To prepare for this change:
- If you want the current behavior, explicitly use 'sslmode=verify-full'
- If you want libpq compatibility now, use 'uselibpqcompat=true&sslmode=require'

See https://www.postgresql.org/docs/current/libpq-ssl.html for libpq SSL mode definitions.
(Use `node --trace-warnings ...` to show where the warning was created)
Found 234837 judgments to format.
Processing in batches of 50...
Progress: 50 / 234837 | Success: 40 | Failed: 10 (0.0%)
Progress: 18500 / 234837 | Success: 16900 | Failed: 1600 (7.9%)
Progress: 18550 / 234837 | Success: 16944 | Failed: 1606 (7.9%)
Progress: 18600 / 234837 | Success: 16987 | Failed: 1613 (7.9%)
Progress: 18650 / 234837 | Success: 17034 | Failed: 1616 (7.9%)
Progress: 18700 / 234837 | Success: 17081 | Failed: 1619 (8.0%)
Progress: 18750 / 234837 | Success: 17127 | Failed: 1623 (8.0%)
Progress: 18800 / 234837 | Success: 17176 | Failed: 1624 (8.0%)
Progress: 18850 / 234837 | Success: 17225 | Failed: 1625 (8.0%)
Progress: 18900 / 234837 | Success: 17273 | Failed: 1627 (8.0%)
Progress: 18950 / 234837 | Success: 17321 | Failed: 1629 (8.1%)
Progress: 19000 / 234837 | Success: 17367 | Failed: 1633 (8.1%)
Progress: 19050 / 234837 | Success: 17412 | Failed: 1638 (8.1%)
Progress: 19100 / 234837 | Success: 17456 | Failed: 1644 (8.1%)
Progress: 19150 / 234837 | Success: 17506 | Failed: 1644 (8.2%)
Progress: 19200 / 234837 | Success: 17554 | Failed: 1646 (8.2%)
Progress: 19250 / 234837 | Success: 17603 | Failed: 1647 (8.2%)
Progress: 19300 / 234837 | Success: 17649 | Failed: 1651 (8.2%)
Progress: 19350 / 234837 | Success: 17694 | Failed: 1656 (8.2%)
Progress: 19400 / 234837 | Success: 17738 | Failed: 1662 (8.3%)
Progress: 19450 / 234837 | Success: 17780 | Failed: 1670 (8.3%)
Progress: 19500 / 234837 | Success: 17826 | Failed: 1674 (8.3%)
Progress: 19550 / 234837 | Success: 17868 | Failed: 1682 (8.3%)
Progress: 19600 / 234837 | Success: 17909 | Failed: 1691 (8.3%)
Progress: 19650 / 234837 | Success: 17949 | Failed: 1701 (8.4%)
Progress: 19700 / 234837 | Success: 17998 | Failed: 1702 (8.4%)
Progress: 19750 / 234837 | Success: 18047 | Failed: 1703 (8.4%)
Progress: 19800 / 234837 | Success: 18095 | Failed: 1705 (8.4%)
Progress: 19850 / 234837 | Success: 18145 | Failed: 1705 (8.5%)
Progress: 19900 / 234837 | Success: 18195 | Failed: 1705 (8.5%)
Progress: 19950 / 234837 | Success: 18243 | Failed: 1707 (8.5%)
Progress: 20000 / 234837 | Success: 18291 | Failed: 1709 (8.5%)
Progress: 20050 / 234837 | Success: 18339 | Failed: 1711 (8.5%)
Progress: 20100 / 234837 | Success: 18385 | Failed: 1715 (8.6%)
Progress: 20150 / 234837 | Success: 18430 | Failed: 1720 (8.6%)
Progress: 20200 / 234837 | Success: 18474 | Failed: 1726 (8.6%)
Progress: 20250 / 234837 | Success: 18522 | Failed: 1728 (8.6%)
Progress: 20300 / 234837 | Success: 18570 | Failed: 1730 (8.6%)
Progress: 20350 / 234837 | Success: 18618 | Failed: 1732 (8.7%)
Progress: 20400 / 234837 | Success: 18664 | Failed: 1736 (8.7%)
Progress: 20450 / 234837 | Success: 18712 | Failed: 1738 (8.7%)
Progress: 20500 / 234837 | Success: 18759 | Failed: 1741 (8.7%)
Progress: 20550 / 234837 | Success: 18805 | Failed: 1745 (8.8%)
Progress: 20600 / 234837 | Success: 18847 | Failed: 1753 (8.8%)
Progress: 20650 / 234837 | Success: 18893 | Failed: 1757 (8.8%)
Progress: 20700 / 234837 | Success: 18938 | Failed: 1762 (8.8%)
Progress: 20750 / 234837 | Success: 18980 | Failed: 1770 (8.8%)
Progress: 20800 / 234837 | Success: 19022 | Failed: 1778 (8.9%)
Progress: 20850 / 234837 | Success: 19071 | Failed: 1779 (8.9%)
Progress: 20900 / 234837 | Success: 19115 | Failed: 1785 (8.9%)
Progress: 20950 / 234837 | Success: 19156 | Failed: 1794 (8.9%)
Progress: 21000 / 234837 | Success: 19205 | Failed: 1795 (8.9%)
Progress: 21050 / 234837 | Success: 19253 | Failed: 1797 (9.0%)
Progress: 21100 / 234837 | Success: 19299 | Failed: 1801 (9.0%)
Progress: 21150 / 234837 | Success: 19343 | Failed: 1807 (9.0%)
Progress: 21200 / 234837 | Success: 19389 | Failed: 1811 (9.0%)
Progress: 21250 / 234837 | Success: 19432 | Failed: 1818 (9.0%)
Progress: 21300 / 234837 | Success: 19474 | Failed: 1826 (9.1%)
Progress: 21350 / 234837 | Success: 19524 | Failed: 1826 (9.1%)
Progress: 21400 / 234837 | Success: 19572 | Failed: 1828 (9.1%)
Progress: 21450 / 234837 | Success: 19619 | Failed: 1831 (9.1%)
Progress: 21500 / 234837 | Success: 19665 | Failed: 1835 (9.2%)
Progress: 21550 / 234837 | Success: 19714 | Failed: 1836 (9.2%)
Progress: 21600 / 234837 | Success: 19763 | Failed: 1837 (9.2%)
Progress: 21650 / 234837 | Success: 19812 | Failed: 1838 (9.2%)
Progress: 21700 / 234837 | Success: 19860 | Failed: 1840 (9.2%)
Progress: 21750 / 234837 | Success: 19907 | Failed: 1843 (9.3%)
Progress: 21800 / 234837 | Success: 19952 | Failed: 1848 (9.3%)
Progress: 21850 / 234837 | Success: 20000 | Failed: 1850 (9.3%)
Progress: 21900 / 234837 | Success: 20048 | Failed: 1852 (9.3%)
Progress: 21950 / 234837 | Success: 20094 | Failed: 1856 (9.3%)
Progress: 22000 / 234837 | Success: 20139 | Failed: 1861 (9.4%)
Progress: 22050 / 234837 | Success: 20188 | Failed: 1862 (9.4%)
Progress: 22100 / 234837 | Success: 20237 | Failed: 1863 (9.4%)
Progress: 22150 / 234837 | Success: 20285 | Failed: 1865 (9.4%)
Progress: 22200 / 234837 | Success: 20333 | Failed: 1867 (9.5%)
Progress: 22250 / 234837 | Success: 20383 | Failed: 1867 (9.5%)
Progress: 22300 / 234837 | Success: 20432 | Failed: 1868 (9.5%)
Progress: 22350 / 234837 | Success: 20481 | Failed: 1869 (9.5%)
Progress: 22400 / 234837 | Success: 20530 | Failed: 1870 (9.5%)
Progress: 22450 / 234837 | Success: 20579 | Failed: 1871 (9.6%)
Progress: 22500 / 234837 | Success: 20628 | Failed: 1872 (9.6%)
Progress: 22550 / 234837 | Success: 20677 | Failed: 1873 (9.6%)
Progress: 22600 / 234837 | Success: 20726 | Failed: 1874 (9.6%)
Progress: 22650 / 234837 | Success: 20775 | Failed: 1875 (9.6%)
Progress: 22700 / 234837 | Success: 20823 | Failed: 1877 (9.7%)
Progress: 22750 / 234837 | Success: 20868 | Failed: 1882 (9.7%)
Progress: 22800 / 234837 | Success: 20918 | Failed: 1882 (9.7%)
Progress: 22850 / 234837 | Success: 20968 | Failed: 1882 (9.7%)
Progress: 22900 / 234837 | Success: 21016 | Failed: 1884 (9.8%)
Progress: 22950 / 234837 | Success: 21064 | Failed: 1886 (9.8%)
Progress: 23000 / 234837 | Success: 21114 | Failed: 1886 (9.8%)
Progress: 23050 / 234837 | Success: 21164 | Failed: 1886 (9.8%)
Progress: 23100 / 234837 | Success: 21214 | Failed: 1886 (9.8%)
Progress: 23150 / 234837 | Success: 21264 | Failed: 1886 (9.9%)
Progress: 23200 / 234837 | Success: 21313 | Failed: 1887 (9.9%)
Progress: 23250 / 234837 | Success: 21361 | Failed: 1889 (9.9%)
Progress: 23300 / 234837 | Success: 21409 | Failed: 1891 (9.9%)
Progress: 23350 / 234837 | Success: 21456 | Failed: 1894 (9.9%)
Progress: 23400 / 234837 | Success: 21506 | Failed: 1894 (10.0%)
Progress: 23450 / 234837 | Success: 21556 | Failed: 1894 (10.0%)
Progress: 23500 / 234837 | Success: 21605 | Failed: 1895 (10.0%)
Progress: 23550 / 234837 | Success: 21652 | Failed: 1898 (10.0%)
Progress: 23600 / 234837 | Success: 21701 | Failed: 1899 (10.0%)
Progress: 23650 / 234837 | Success: 21748 | Failed: 1902 (10.1%)
Progress: 23700 / 234837 | Success: 21794 | Failed: 1906 (10.1%)
Progress: 23750 / 234837 | Success: 21839 | Failed: 1911 (10.1%)
Progress: 23800 / 234837 | Success: 21884 | Failed: 1916 (10.1%)
Progress: 23850 / 234837 | Success: 21932 | Failed: 1918 (10.2%)
Progress: 23900 / 234837 | Success: 21977 | Failed: 1923 (10.2%)
Progress: 23950 / 234837 | Success: 22026 | Failed: 1924 (10.2%)
Progress: 24000 / 234837 | Success: 22075 | Failed: 1925 (10.2%)
Progress: 24050 / 234837 | Success: 22124 | Failed: 1926 (10.2%)
Progress: 24100 / 234837 | Success: 22174 | Failed: 1926 (10.3%)
Progress: 24150 / 234837 | Success: 22223 | Failed: 1927 (10.3%)
Progress: 24200 / 234837 | Success: 22271 | Failed: 1929 (10.3%)
Progress: 24250 / 234837 | Success: 22320 | Failed: 1930 (10.3%)
Progress: 24300 / 234837 | Success: 22369 | Failed: 1931 (10.3%)
Progress: 24350 / 234837 | Success: 22417 | Failed: 1933 (10.4%)
Progress: 24400 / 234837 | Success: 22464 | Failed: 1936 (10.4%)
Progress: 24450 / 234837 | Success: 22512 | Failed: 1938 (10.4%)
Progress: 24500 / 234837 | Success: 22559 | Failed: 1941 (10.4%)
Progress: 24550 / 234837 | Success: 22605 | Failed: 1945 (10.5%)
Progress: 24600 / 234837 | Success: 22649 | Failed: 1951 (10.5%)
Progress: 24650 / 234837 | Success: 22698 | Failed: 1952 (10.5%)
Progress: 24700 / 234837 | Success: 22746 | Failed: 1954 (10.5%)
Progress: 24750 / 234837 | Success: 22791 | Failed: 1959 (10.5%)
Progress: 24800 / 234837 | Success: 22839 | Failed: 1961 (10.6%)
Progress: 24850 / 234837 | Success: 22887 | Failed: 1963 (10.6%)
Progress: 24900 / 234837 | Success: 22935 | Failed: 1965 (10.6%)
Progress: 24950 / 234837 | Success: 22981 | Failed: 1969 (10.6%)
Progress: 25000 / 234837 | Success: 23029 | Failed: 1971 (10.6%)
Progress: 25050 / 234837 | Success: 23076 | Failed: 1974 (10.7%)
Progress: 25100 / 234837 | Success: 23120 | Failed: 1980 (10.7%)
Progress: 25150 / 234837 | Success: 23163 | Failed: 1987 (10.7%)
Progress: 25200 / 234837 | Success: 23211 | Failed: 1989 (10.7%)
Progress: 25250 / 234837 | Success: 23256 | Failed: 1994 (10.8%)
Progress: 25300 / 234837 | Success: 23300 | Failed: 2000 (10.8%)
Progress: 25350 / 234837 | Success: 23342 | Failed: 2008 (10.8%)
Progress: 25400 / 234837 | Success: 23390 | Failed: 2010 (10.8%)
Progress: 25450 / 234837 | Success: 23437 | Failed: 2013 (10.8%)
Progress: 25500 / 234837 | Success: 23483 | Failed: 2017 (10.9%)
Progress: 25550 / 234837 | Success: 23529 | Failed: 2021 (10.9%)
Progress: 25600 / 234837 | Success: 23570 | Failed: 2030 (10.9%)
Progress: 25650 / 234837 | Success: 23618 | Failed: 2032 (10.9%)
Progress: 25700 / 234837 | Success: 23665 | Failed: 2035 (10.9%)
Progress: 25750 / 234837 | Success: 23709 | Failed: 2041 (11.0%)
Progress: 25800 / 234837 | Success: 23752 | Failed: 2048 (11.0%)
Progress: 25850 / 234837 | Success: 23798 | Failed: 2052 (11.0%)
Progress: 25900 / 234837 | Success: 23843 | Failed: 2057 (11.0%)
Progress: 25950 / 234837 | Success: 23887 | Failed: 2063 (11.1%)
Progress: 26000 / 234837 | Success: 23930 | Failed: 2070 (11.1%)
Progress: 26050 / 234837 | Success: 23972 | Failed: 2078 (11.1%)
Progress: 26100 / 234837 | Success: 24019 | Failed: 2081 (11.1%)
Progress: 26150 / 234837 | Success: 24065 | Failed: 2085 (11.1%)
Progress: 26200 / 234837 | Success: 24109 | Failed: 2091 (11.2%)
Progress: 26250 / 234837 | Success: 24150 | Failed: 2100 (11.2%)
Progress: 26300 / 234837 | Success: 24200 | Failed: 2100 (11.2%)
Progress: 26350 / 234837 | Success: 24245 | Failed: 2105 (11.2%)
Progress: 26400 / 234837 | Success: 24290 | Failed: 2110 (11.2%)
Progress: 26450 / 234837 | Success: 24333 | Failed: 2117 (11.3%)
Progress: 26500 / 234837 | Success: 24381 | Failed: 2119 (11.3%)
Progress: 26550 / 234837 | Success: 24428 | Failed: 2122 (11.3%)
Progress: 26600 / 234837 | Success: 24473 | Failed: 2127 (11.3%)
Progress: 26650 / 234837 | Success: 24516 | Failed: 2134 (11.3%)
Progress: 26700 / 234837 | Success: 24557 | Failed: 2143 (11.4%)
Progress: 26750 / 234837 | Success: 24606 | Failed: 2144 (11.4%)
Progress: 26800 / 234837 | Success: 24652 | Failed: 2148 (11.4%)
Progress: 26850 / 234837 | Success: 24696 | Failed: 2154 (11.4%)
Progress: 26900 / 234837 | Success: 24739 | Failed: 2161 (11.5%)
Progress: 26950 / 234837 | Success: 24789 | Failed: 2161 (11.5%)
Progress: 27000 / 234837 | Success: 24837 | Failed: 2163 (11.5%)
Progress: 27050 / 234837 | Success: 24883 | Failed: 2167 (11.5%)
Progress: 27100 / 234837 | Success: 24925 | Failed: 2175 (11.5%)
Progress: 27150 / 234837 | Success: 24966 | Failed: 2184 (11.6%)
Progress: 27200 / 234837 | Success: 25013 | Failed: 2187 (11.6%)
Progress: 27250 / 234837 | Success: 25057 | Failed: 2193 (11.6%)
Progress: 27300 / 234837 | Success: 25099 | Failed: 2201 (11.6%)
Progress: 27350 / 234837 | Success: 25139 | Failed: 2211 (11.6%)
Progress: 27400 / 234837 | Success: 25188 | Failed: 2212 (11.7%)
Progress: 27450 / 234837 | Success: 25234 | Failed: 2216 (11.7%)
Progress: 27500 / 234837 | Success: 25276 | Failed: 2224 (11.7%)
Progress: 27550 / 234837 | Success: 25317 | Failed: 2233 (11.7%)
Progress: 27600 / 234837 | Success: 25366 | Failed: 2234 (11.8%)
Progress: 27650 / 234837 | Success: 25415 | Failed: 2235 (11.8%)
Progress: 27700 / 234837 | Success: 25462 | Failed: 2238 (11.8%)
Progress: 27750 / 234837 | Success: 25507 | Failed: 2243 (11.8%)
Progress: 27800 / 234837 | Success: 25555 | Failed: 2245 (11.8%)
Progress: 27850 / 234837 | Success: 25601 | Failed: 2249 (11.9%)
Progress: 27900 / 234837 | Success: 25645 | Failed: 2255 (11.9%)
Progress: 27950 / 234837 | Success: 25687 | Failed: 2263 (11.9%)
Progress: 28000 / 234837 | Success: 25729 | Failed: 2271 (11.9%)
Progress: 28050 / 234837 | Success: 25777 | Failed: 2273 (11.9%)
Progress: 28100 / 234837 | Success: 25825 | Failed: 2275 (12.0%)
Progress: 28150 / 234837 | Success: 25872 | Failed: 2278 (12.0%)
Progress: 28200 / 234837 | Success: 25917 | Failed: 2283 (12.0%)
Progress: 28250 / 234837 | Success: 25967 | Failed: 2283 (12.0%)
Progress: 28300 / 234837 | Success: 26015 | Failed: 2285 (12.1%)
Progress: 28350 / 234837 | Success: 26062 | Failed: 2288 (12.1%)
Progress: 28400 / 234837 | Success: 26106 | Failed: 2294 (12.1%)
Progress: 28450 / 234837 | Success: 26153 | Failed: 2297 (12.1%)
Progress: 28500 / 234837 | Success: 26200 | Failed: 2300 (12.1%)
Progress: 28550 / 234837 | Success: 26243 | Failed: 2307 (12.2%)
Progress: 28600 / 234837 | Success: 26286 | Failed: 2314 (12.2%)
Progress: 28650 / 234837 | Success: 26329 | Failed: 2321 (12.2%)
Progress: 28700 / 234837 | Success: 26377 | Failed: 2323 (12.2%)
Progress: 28750 / 234837 | Success: 26423 | Failed: 2327 (12.2%)
Progress: 28800 / 234837 | Success: 26467 | Failed: 2333 (12.3%)
Progress: 28850 / 234837 | Success: 26509 | Failed: 2341 (12.3%)
Progress: 28900 / 234837 | Success: 26559 | Failed: 2341 (12.3%)
Progress: 28950 / 234837 | Success: 26606 | Failed: 2344 (12.3%)
Progress: 29000 / 234837 | Success: 26652 | Failed: 2348 (12.3%)
Progress: 29050 / 234837 | Success: 26693 | Failed: 2357 (12.4%)
Progress: 29100 / 234837 | Success: 26731 | Failed: 2369 (12.4%)
Progress: 29150 / 234837 | Success: 26780 | Failed: 2370 (12.4%)
Progress: 29200 / 234837 | Success: 26826 | Failed: 2374 (12.4%)
Progress: 29250 / 234837 | Success: 26871 | Failed: 2379 (12.5%)
Progress: 29300 / 234837 | Success: 26913 | Failed: 2387 (12.5%)
Progress: 29350 / 234837 | Success: 26960 | Failed: 2390 (12.5%)
Progress: 29400 / 234837 | Success: 27004 | Failed: 2396 (12.5%)
Progress: 29450 / 234837 | Success: 27047 | Failed: 2403 (12.5%)
Progress: 29500 / 234837 | Success: 27093 | Failed: 2407 (12.6%)
Progress: 29550 / 234837 | Success: 27138 | Failed: 2412 (12.6%)
Progress: 29600 / 234837 | Success: 27178 | Failed: 2422 (12.6%)
Progress: 29650 / 234837 | Success: 27212 | Failed: 2438 (12.6%)
Progress: 29700 / 234837 | Success: 27244 | Failed: 2456 (12.6%)
Progress: 29750 / 234837 | Success: 27275 | Failed: 2475 (12.7%)
Progress: 29800 / 234837 | Success: 27319 | Failed: 2481 (12.7%)
Progress: 29850 / 234837 | Success: 27362 | Failed: 2488 (12.7%)
Progress: 29900 / 234837 | Success: 27404 | Failed: 2496 (12.7%)
Progress: 29950 / 234837 | Success: 27443 | Failed: 2507 (12.8%)
Progress: 30000 / 234837 | Success: 27480 | Failed: 2520 (12.8%)
Progress: 30050 / 234837 | Success: 27527 | Failed: 2523 (12.8%)
Progress: 30100 / 234837 | Success: 27573 | Failed: 2527 (12.8%)
Progress: 30150 / 234837 | Success: 27616 | Failed: 2534 (12.8%)
Progress: 30200 / 234837 | Success: 27657 | Failed: 2543 (12.9%)
Progress: 30250 / 234837 | Success: 27706 | Failed: 2544 (12.9%)
Progress: 30300 / 234837 | Success: 27754 | Failed: 2546 (12.9%)
Progress: 30350 / 234837 | Success: 27802 | Failed: 2548 (12.9%)
Progress: 30400 / 234837 | Success: 27849 | Failed: 2551 (12.9%)
Progress: 30450 / 234837 | Success: 27894 | Failed: 2556 (13.0%)
Progress: 30500 / 234837 | Success: 27943 | Failed: 2557 (13.0%)
Progress: 30550 / 234837 | Success: 27991 | Failed: 2559 (13.0%)
Progress: 30600 / 234837 | Success: 28039 | Failed: 2561 (13.0%)
Progress: 30650 / 234837 | Success: 28085 | Failed: 2565 (13.1%)
Progress: 30700 / 234837 | Success: 28130 | Failed: 2570 (13.1%)
Progress: 30750 / 234837 | Success: 28177 | Failed: 2573 (13.1%)
Progress: 30800 / 234837 | Success: 28222 | Failed: 2578 (13.1%)
Progress: 30850 / 234837 | Success: 28265 | Failed: 2585 (13.1%)
Progress: 30900 / 234837 | Success: 28307 | Failed: 2593 (13.2%)
Progress: 30950 / 234837 | Success: 28354 | Failed: 2596 (13.2%)
Progress: 31000 / 234837 | Success: 28394 | Failed: 2606 (13.2%)
Progress: 31050 / 234837 | Success: 28432 | Failed: 2618 (13.2%)
Progress: 31100 / 234837 | Success: 28468 | Failed: 2632 (13.2%)
Progress: 31150 / 234837 | Success: 28502 | Failed: 2648 (13.3%)
Progress: 31200 / 234837 | Success: 28534 | Failed: 2666 (13.3%)
Progress: 31250 / 234837 | Success: 28578 | Failed: 2672 (13.3%)
Progress: 31300 / 234837 | Success: 28620 | Failed: 2680 (13.3%)
Progress: 31350 / 234837 | Success: 28659 | Failed: 2691 (13.3%)
Progress: 31400 / 234837 | Success: 28695 | Failed: 2705 (13.4%)
Progress: 31450 / 234837 | Success: 28730 | Failed: 2720 (13.4%)
Progress: 31500 / 234837 | Success: 28778 | Failed: 2722 (13.4%)
Progress: 31550 / 234837 | Success: 28824 | Failed: 2726 (13.4%)
Progress: 31600 / 234837 | Success: 28870 | Failed: 2730 (13.5%)
Progress: 31650 / 234837 | Success: 28912 | Failed: 2738 (13.5%)
Progress: 31700 / 234837 | Success: 28952 | Failed: 2748 (13.5%)
Progress: 31750 / 234837 | Success: 29000 | Failed: 2750 (13.5%)
Progress: 31800 / 234837 | Success: 29045 | Failed: 2755 (13.5%)
Progress: 31850 / 234837 | Success: 29088 | Failed: 2762 (13.6%)
Progress: 31900 / 234837 | Success: 29128 | Failed: 2772 (13.6%)
Progress: 31950 / 234837 | Success: 29178 | Failed: 2772 (13.6%)
Progress: 32000 / 234837 | Success: 29224 | Failed: 2776 (13.6%)
Progress: 32050 / 234837 | Success: 29265 | Failed: 2785 (13.6%)
Progress: 32100 / 234837 | Success: 29304 | Failed: 2796 (13.7%)
Progress: 32150 / 234837 | Success: 29340 | Failed: 2810 (13.7%)
Progress: 32200 / 234837 | Success: 29387 | Failed: 2813 (13.7%)
Progress: 32250 / 234837 | Success: 29434 | Failed: 2816 (13.7%)
Progress: 32300 / 234837 | Success: 29479 | Failed: 2821 (13.8%)
Progress: 32350 / 234837 | Success: 29524 | Failed: 2826 (13.8%)
Progress: 32400 / 234837 | Success: 29567 | Failed: 2833 (13.8%)
Progress: 32450 / 234837 | Success: 29615 | Failed: 2835 (13.8%)
Progress: 32500 / 234837 | Success: 29663 | Failed: 2837 (13.8%)
Progress: 32550 / 234837 | Success: 29710 | Failed: 2840 (13.9%)
Progress: 32600 / 234837 | Success: 29754 | Failed: 2846 (13.9%)
Progress: 32650 / 234837 | Success: 29802 | Failed: 2848 (13.9%)
Progress: 32700 / 234837 | Success: 29848 | Failed: 2852 (13.9%)
Progress: 32750 / 234837 | Success: 29893 | Failed: 2857 (13.9%)
Progress: 32800 / 234837 | Success: 29935 | Failed: 2865 (14.0%)
Progress: 32850 / 234837 | Success: 29984 | Failed: 2866 (14.0%)
Progress: 32900 / 234837 | Success: 30032 | Failed: 2868 (14.0%)
Progress: 32950 / 234837 | Success: 30078 | Failed: 2872 (14.0%)
Progress: 33000 / 234837 | Success: 30122 | Failed: 2878 (14.1%)
Progress: 33050 / 234837 | Success: 30166 | Failed: 2884 (14.1%)
Progress: 33100 / 234837 | Success: 30213 | Failed: 2887 (14.1%)
Progress: 33150 / 234837 | Success: 30258 | Failed: 2892 (14.1%)
Progress: 33200 / 234837 | Success: 30302 | Failed: 2898 (14.1%)
Progress: 33250 / 234837 | Success: 30343 | Failed: 2907 (14.2%)
Progress: 33300 / 234837 | Success: 30391 | Failed: 2909 (14.2%)
Progress: 33350 / 234837 | Success: 30437 | Failed: 2913 (14.2%)
Progress: 33400 / 234837 | Success: 30480 | Failed: 2920 (14.2%)
Progress: 33450 / 234837 | Success: 30522 | Failed: 2928 (14.2%)
Progress: 33500 / 234837 | Success: 30570 | Failed: 2930 (14.3%)
Progress: 33550 / 234837 | Success: 30617 | Failed: 2933 (14.3%)
Progress: 33600 / 234837 | Success: 30662 | Failed: 2938 (14.3%)
Progress: 33650 / 234837 | Success: 30707 | Failed: 2943 (14.3%)
Progress: 33700 / 234837 | Success: 30753 | Failed: 2947 (14.4%)
Progress: 33750 / 234837 | Success: 30796 | Failed: 2954 (14.4%)
Progress: 33800 / 234837 | Success: 30838 | Failed: 2962 (14.4%)
Progress: 33850 / 234837 | Success: 30879 | Failed: 2971 (14.4%)
Progress: 33900 / 234837 | Success: 30919 | Failed: 2981 (14.4%)
Progress: 33950 / 234837 | Success: 30966 | Failed: 2984 (14.5%)
Progress: 34000 / 234837 | Success: 31010 | Failed: 2990 (14.5%)
Progress: 34050 / 234837 | Success: 31052 | Failed: 2998 (14.5%)
Progress: 34100 / 234837 | Success: 31090 | Failed: 3010 (14.5%)
Progress: 34150 / 234837 | Success: 31124 | Failed: 3026 (14.5%)
Progress: 34200 / 234837 | Success: 31170 | Failed: 3030 (14.6%)
Progress: 34250 / 234837 | Success: 31213 | Failed: 3037 (14.6%)
Progress: 34300 / 234837 | Success: 31254 | Failed: 3046 (14.6%)
Progress: 34350 / 234837 | Success: 31293 | Failed: 3057 (14.6%)
Progress: 34400 / 234837 | Success: 31339 | Failed: 3061 (14.6%)
Progress: 34450 / 234837 | Success: 31379 | Failed: 3071 (14.7%)
Progress: 34500 / 234837 | Success: 31416 | Failed: 3084 (14.7%)
Progress: 34550 / 234837 | Success: 31453 | Failed: 3097 (14.7%)
Progress: 34600 / 234837 | Success: 31500 | Failed: 3100 (14.7%)
Progress: 34650 / 234837 | Success: 31544 | Failed: 3106 (14.8%)
Progress: 34700 / 234837 | Success: 31582 | Failed: 3118 (14.8%)
Progress: 34750 / 234837 | Success: 31620 | Failed: 3130 (14.8%)
Progress: 34800 / 234837 | Success: 31656 | Failed: 3144 (14.8%)
Progress: 34850 / 234837 | Success: 31703 | Failed: 3147 (14.8%)
Progress: 34900 / 234837 | Success: 31749 | Failed: 3151 (14.9%)
Progress: 34950 / 234837 | Success: 31792 | Failed: 3158 (14.9%)
Progress: 35000 / 234837 | Success: 31833 | Failed: 3167 (14.9%)
Progress: 35050 / 234837 | Success: 31878 | Failed: 3172 (14.9%)
Progress: 35100 / 234837 | Success: 31922 | Failed: 3178 (14.9%)
Progress: 35150 / 234837 | Success: 31965 | Failed: 3185 (15.0%)
Progress: 35200 / 234837 | Success: 32007 | Failed: 3193 (15.0%)
Progress: 35250 / 234837 | Success: 32056 | Failed: 3194 (15.0%)
Progress: 35300 / 234837 | Success: 32101 | Failed: 3199 (15.0%)
Progress: 35350 / 234837 | Success: 32145 | Failed: 3205 (15.1%)
Progress: 35400 / 234837 | Success: 32188 | Failed: 3212 (15.1%)
Progress: 35450 / 234837 | Success: 32231 | Failed: 3219 (15.1%)
Progress: 35500 / 234837 | Success: 32279 | Failed: 3221 (15.1%)
Progress: 35550 / 234837 | Success: 32327 | Failed: 3223 (15.1%)
